,name,ufc_record,nickname,height,reach,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
1965,Ryan MacDonald, 10-2-0,MAIN EVENT," 5' 11"""," 71""",135, Switch," Mar 18, 1993",2.28,6.49,29.0,45.0,0.0,0.0,0.0,0.0
1966,Veronica Macedo, 6-4-1,," 5' 4"""," 64""",125, Southpaw," Oct 30, 1995",3.13,5.06,39.0,43.0,0.57,18.0,46.0,0.6
1967,Clayton MacFarlane, 4-1-0,, --, --,170,, --,1.33,1.82,52.0,55.0,1.05,33.0,37.0,0.0
1968,Ilima Macfarlane, 6-0-0,," 5' 4""", --,125,, --,4.13,2.93,43.0,65.0,0.0,0.0,50.0,1.0
1969,Valesca Machado, 8-2-0 (1 NC),TINA BLACK," 5' 4""", --,115,," May 06, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,Lyoto Machida, 24-8-0,THE DRAGON," 6' 1"""," 74""",185, Southpaw," May 30, 1978",2.59,1.57,53.0,61.0,1.21,65.0,75.0,0.4
1971,War Machine, 14-5-0,," 5' 11""", --,170, Orthodox," Nov 30, 1981",2.32,3.17,60.0,43.0,1.16,50.0,40.0,0.0
1972,Anthony Macias, 26-18-0,MAD DOG," 5' 9""", --,185, Switch, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,Pauline Macias, 4-1-0,PITA," 5' 4"""," 64""",115, Southpaw," Jun 27, 1988",0.8,4.6,29.0,42.0,2.0,18.0,0.0,0.0
1974,Reza Madadi, 14-6-0,MAD DOG," 5' 11"""," 73""",155, Orthodox," Jun 20, 1978",2.51,3.31,46.0,66.0,3.17,33.0,89.0,0.5
1975,Don Madge, 9-3-1,MAGIC MAN," 6' 0"""," 72""",155, Southpaw," Nov 12, 1990",2.08,0.74,52.0,67.0,2.22,25.0,80.0,0.7
1976,Ryan Madigan, 5-3-0,," 6' 0""", --,170, Orthodox, --,0.0,3.35,0.0,47.0,0.0,0.0,0.0,0.0
1977,Jon Madsen, 8-2-0,," 6' 0"""," 72""",240, Orthodox," Feb 12, 1980",2.46,1.18,41.0,81.0,1.32,71.0,70.0,0.0
1978,Mark Madsen, 10-0-0,THE OLYMPIAN," 5' 8"""," 72""",155, Orthodox," Sep 23, 1984",2.28,2.53,42.0,46.0,8.33,64.0,0.0,0.0
1979,Yoshiro Maeda, 35-16-5,," 5' 7"""," 68""",139, Southpaw," Oct 31, 1981",2.36,2.55,33.0,63.0,2.93,51.0,50.0,0.7
1980,Leonardo Mafra, 13-4-0,MACARRAO," 5' 10"""," 70""",155, Orthodox," Apr 25, 1989",4.55,4.38,48.0,43.0,2.12,83.0,69.0,0.4
1981,Vinny Magalhaes, 14-9-0 (1 NC),PEZAO," 6' 3"""," 75""",205, Orthodox," Jul 02, 1984",2.14,3.97,24.0,68.0,1.55,44.0,66.0,0.8
1982,Vinicius Magalhaes, 2-1-0,DRACULINHO, --, --,145,," Jul 30, 1971",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Caio Magalhaes, 10-3-0,HELLBOY," 6' 1"""," 73""",185, Orthodox," Dec 14, 1987",2.27,2.78,40.0,56.0,1.05,15.0,58.0,1.6
1984,Bernardo Magalhaes, 13-4-0,TREKKO," 5' 9""", --,155, Orthodox," Apr 08, 1981",1.8,3.37,27.0,68.0,0.0,0.0,0.0,0.5
1985,Eric Magana, 1-1-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Brandon Magana, 6-2-0,, --, --,170, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Angela Magana, 11-9-0,YOUR MAJESTY," 5' 1"""," 65""",115, Orthodox," Aug 02, 1983",1.53,4.92,28.0,42.0,0.4,25.0,28.0,0.4
1988,Neil Magny, 25-9-0,THE HAITIAN SENSATION," 6' 3"""," 80""",170, Orthodox," Aug 03, 1987",3.67,2.06,46.0,56.0,2.44,42.0,57.0,0.3
1989,Ibragim Magomedov, 22-8-1,," 6' 0""", --,250, Orthodox, --,0.26,3.86,4.0,42.0,0.0,0.0,0.0,0.0
1990,Rashid Magomedov, 20-2-0,HIGHLANDER," 5' 9"""," 70""",155, Orthodox," Nov 29, 1984",4.4,3.05,49.0,54.0,0.67,57.0,89.0,0.2
1991,Ruslan Magomedov, 14-1-0,LEOPARD," 6' 3"""," 78""",242, Orthodox," Nov 26, 1986",4.02,1.47,47.0,66.0,0.33,100.0,88.0,0.0
1992,Zabit Magomedsharipov, 18-1-0,," 6' 1"""," 73""",145, Orthodox," Mar 01, 1991",4.89,3.0,48.0,64.0,5.22,56.0,77.0,0.8
1993,John Maguire, 24-9-0,THE ONE," 5' 9"""," 69""",155, Southpaw," May 19, 1983",1.41,2.44,41.0,65.0,2.8,46.0,77.0,1.1
1994,Lolohea Mahe, 10-4-1,, --, --,--,, --,1.71,6.92,29.0,40.0,2.44,40.0,0.0,0.0
1995,Michelle Maher, 1-2-0,, --, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Maheshate Maheshate, 5-1-0,, --, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Bill Mahood, 20-7-1 (1 NC),THE BUTCHER," 6' 3""", --,200, Orthodox," Feb 01, 1967",1.54,3.59,85.0,17.0,0.0,0.0,0.0,3.9
1998,Klayton Mai, 8-3-0,," 5' 9""", --,125,," Nov 30, 1986",1.53,1.02,42.0,63.0,3.83,100.0,0.0,7.7
1999,Demian Maia, 28-11-0,," 6' 1"""," 72""",170, Southpaw," Nov 06, 1977",1.8,2.07,43.0,63.0,2.49,24.0,61.0,1.0
2000,Jennifer Maia, 19-7-1,," 5' 4"""," 64""",125, Orthodox," Oct 06, 1988",3.8,3.97,38.0,55.0,0.29,50.0,53.0,0.1
2001,Levan Makashvili, 15-2-1,THE HORNET," 5' 8"""," 68""",145, Orthodox," Jan 07, 1989",2.87,2.07,54.0,61.0,3.67,42.0,85.0,0.0
2002,John Makdessi, 18-7-0,THE BULL," 5' 8"""," 68""",155, Orthodox," May 03, 1985",5.57,4.02,51.0,69.0,0.0,0.0,89.0,0.0
2003,Islam Makhachev, 20-1-0,," 5' 10"""," 70""",155, Southpaw," Oct 27, 1991",2.24,0.77,58.0,70.0,3.31,65.0,88.0,1.0
2004,Aliev Makhmud, 0-1-0,," 5' 6""", --,195, Southpaw," Feb 13, 1970",1.12,2.24,30.0,36.0,2.1,50.0,0.0,0.0
2005,Zach Makovsky, 20-8-0,FUN SIZE," 5' 4"""," 64""",125, Southpaw," Apr 19, 1983",1.94,2.24,43.0,62.0,3.71,30.0,56.0,0.3
2006,Jeremy Malaterre, 4-2-0,," 5' 11""", --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Fabio Maldonado, 23-11-0,CAIPIRA DE ACO," 6' 1"""," 75""",205, Orthodox," Mar 17, 1980",5.29,4.31,58.0,53.0,0.44,57.0,61.0,0.6
2008,Marvin Maldonado, 2-4-0 (1 NC),THE BULLDOG," 5' 6""", --,135,, --,0.87,3.47,56.0,43.0,0.0,0.0,20.0,0.0
2009,Bea Malecki, 4-0-0,," 5' 9"""," 74""",135, Orthodox," Aug 23, 1991",6.78,6.14,46.0,62.0,0.0,0.0,78.0,1.4
2010,Nazareno Malegarie, 28-4-0,EL TIGRE," 5' 8""", --,155,," May 16, 1986",3.87,3.27,34.0,69.0,1.0,33.0,0.0,0.0
2011,Carl Malenko, 6-4-0,," 5' 11""", --,200, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Jacob Malkoun, 5-1-0,MAMBA," 5' 9"""," 73""",185, Orthodox," Aug 26, 1995",1.76,1.83,47.0,51.0,7.84,33.0,0.0,2.0
2013,Mike Malott, 5-1-1,THE MAIN ATTRACTION," 6' 0""", --,145,, --,4.53,4.53,36.0,51.0,2.0,33.0,0.0,0.0
2014,Troy Mandaloniz, 3-2-0,RUDE BOY," 5' 9""", --,170, Orthodox," Feb 01, 1980",3.52,4.71,56.0,63.0,3.1,66.0,57.0,0.0
2015,Nate Maness, 13-1-0,MAYHEM," 5' 10"""," 72""",135, Orthodox," Jun 27, 1991",2.4,4.63,45.0,45.0,1.33,66.0,88.0,0.7
2016,Michael Mangan, 0-3-0,, --, --,155,, --,1.94,4.52,33.0,46.0,19.35,50.0,100.0,0.0
2017,Gary Mangat, 15-3-0,," 5' 7""", --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Melvin Manhoef, 30-14-1 (2 NC),NO MERCY," 5' 9""", --,185, Orthodox," May 11, 1976",3.52,2.64,48.0,51.0,0.33,25.0,78.0,0.0
2019,Melchor Manibusan, 2-4-0,BARRACUDA," 5' 5""", --,154, Southpaw," Dec 27, 1976",1.58,5.79,54.0,15.0,0.0,0.0,0.0,0.0
2020,Jon Manley, 9-4-0,," 6' 1""", --,170, Orthodox," Jul 07, 1986",1.13,4.33,20.0,45.0,1.0,7.0,20.0,0.0
2021,Steve Mann, 12-5-0,," 6' 1""", --,170,, --,3.18,0.66,70.0,57.0,1.64,100.0,60.0,0.0
2022,Chris Manuel, 9-7-2,," 5' 9""", --,135, Orthodox," Jul 21, 1987",2.53,2.67,40.0,66.0,1.0,20.0,100.0,0.0
2023,Jimi Manuwa, 17-6-0,POSTER BOY," 6' 1"""," 79""",205, Orthodox," Feb 18, 1980",3.43,3.97,54.0,49.0,0.53,18.0,70.0,0.4
2024,Cristiano Marcello, 13-6-0,," 5' 9"""," 72""",155, Orthodox," Dec 03, 1977",2.56,3.61,33.0,58.0,0.44,11.0,20.0,0.9
2025,Jose Maria, 37-7-0 (2 NC),NO CHANCE," 5' 5""", --,125, Orthodox," Jan 04, 1982",3.2,3.98,53.0,52.0,2.32,27.0,33.0,2.3
2026,Marcos Mariano, 6-6-0,DHALSIM," 6' 1"""," 76""",155, Switch," Oct 12, 1986",0.25,2.11,27.0,43.0,0.0,0.0,28.0,0.0
2027,Enrique Marin, 10-4-0,WASABI," 5' 10""", --,170,," Sep 02, 1986",1.43,3.0,33.0,50.0,2.5,38.0,60.0,1.0
2028,Ronny Markes, 17-5-0,," 6' 1"""," 75""",185, Orthodox," Apr 21, 1988",2.17,2.43,53.0,45.0,3.13,40.0,100.0,0.5
2029,Rory Markham, 17-6-0,," 6' 0"""," 71""",170, Orthodox," Mar 25, 1982",1.98,10.27,21.0,45.0,0.0,0.0,0.0,0.0
2030,Randa Markos, 10-12-1,QUIET STORM," 5' 4"""," 63""",115, Orthodox," Aug 10, 1985",2.87,3.27,42.0,58.0,1.2,28.0,52.0,0.2
2031,Christina Marks, 8-9-0,," 5' 7"""," 69""",125, Orthodox," Nov 08, 1985",5.0,3.0,58.0,64.0,7.5,100.0,0.0,0.0
2032,Nate Marquardt, 35-19-2,THE GREAT," 6' 0"""," 74""",185, Orthodox," Apr 20, 1979",2.71,2.32,49.0,55.0,1.87,51.0,70.0,0.8
2033,Danilo Marques, 11-3-0,," 6' 6"""," 77""",205, Orthodox," Dec 26, 1985",1.56,1.88,79.0,56.0,4.26,28.0,0.0,0.8
2034,Julian Marquez, 9-2-0,THE CUBAN MISSILE CRISIS," 6' 2"""," 72""",185, Orthodox," May 08, 1990",4.2,3.13,45.0,55.0,0.0,0.0,53.0,3.2
2035,Carmelo Marrero, 16-6-0 (1 NC),THE FURY," 6' 0"""," 73""",205, Orthodox," Jan 26, 1981",0.84,2.04,34.0,54.0,3.21,36.0,36.0,0.9
2036,Cesar Marscucci, 3-2-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,John Marsh, 8-7-0,," 6' 0""", --,265, Orthodox," Sep 15, 1970",0.83,2.23,42.0,40.0,0.43,100.0,54.0,0.4
2038,CJ Marsh, 5-7-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,Eliot Marshall, 10-4-0,FIRE," 6' 2"""," 77""",205, Orthodox," Jul 07, 1980",1.93,2.39,27.0,67.0,0.47,33.0,79.0,0.9
2040,Doug Marshall, 18-8-0,THE RHINO," 5' 10""", --,205, Orthodox," Sep 09, 1975",6.99,4.02,46.0,60.0,0.0,0.0,66.0,2.4
2041,David Marshall, 8-4-0,," 6' 2""", --,170,," Aug 24, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,Jack Marshman, 23-10-0,THE HAMMER," 6' 0"""," 73""",185, Orthodox," Dec 19, 1989",2.74,4.19,25.0,56.0,0.0,0.0,20.0,0.0
2043,Terry Martin, 23-11-0,," 5' 8"""," 71""",185, Orthodox," Oct 10, 1980",2.82,3.13,43.0,54.0,3.1,42.0,92.0,0.0
2044,Eric Martin, 0-1-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,Justin Martin, 4-3-0,," 6' 0""", --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,Dave Martin, 0-2-0,," 6' 0""", --,205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,Joe Martin, 6-8-0,," 5' 9""", --,170,, --,0.73,2.4,40.0,45.0,0.0,0.0,16.0,0.0
2048,Anthony Rocco Martin, 17-6-0,," 6' 0"""," 73""",170, Orthodox," Dec 11, 1989",2.68,2.59,37.0,58.0,0.71,27.0,68.0,1.0
2049,Mallory Martin, 7-4-0,," 5' 4"""," 63""",115, Orthodox," Jan 29, 1994",3.99,5.53,59.0,58.0,3.37,63.0,25.0,0.5
2050,Michal Martinek, 7-1-0,," 6' 2""", --,230, Southpaw," Apr 19, 1990",2.45,4.29,53.0,51.0,0.0,0.0,0.0,0.0
2051,Rainy Martinez, 0-2-0,," 6' 0""", --,199, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,Danny Martinez, 21-8-0,THE GREMLIN," 5' 6"""," 67""",125, Orthodox," Jun 14, 1985",2.73,3.77,28.0,63.0,3.0,45.0,36.0,0.0
2053,Alonzo Martinez, 42-20-1,ZO DIDDY," 5' 10""", --,155,," Apr 22, 1984",3.07,7.33,27.0,52.0,0.0,0.0,0.0,0.0
2054,Henry Martinez, 9-4-0,SICARIO," 5' 7"""," 69""",155, Southpaw," Aug 07, 1983",2.79,4.01,25.0,60.0,0.0,0.0,80.0,0.0
2055,Jonathan Martinez, 13-4-0,DRAGON," 5' 8"""," 70""",135, Southpaw," Apr 20, 1994",4.27,3.81,46.0,58.0,0.48,37.0,63.0,0.0
2056,Poppies Martinez, 29-11-0,THE TACHI KID," 5' 9""", --,145,," Aug 19, 1983",2.88,2.16,50.0,51.0,1.54,33.0,50.0,9.2
2057,Andrew Martinez, 9-6-0,MICKEY D," 5' 9""", --,215,, --,3.4,2.3,31.0,47.0,1.5,50.0,0.0,0.0
2058,Mana Martinez, 6-2-0,MANABOI," 5' 10"""," 70""",135, Orthodox," Mar 25, 1996",2.11,1.27,62.0,50.0,0.0,0.0,0.0,6.3
2059,Victor Martinez, 12-4-0,THE BRICK," 5' 10""", --,155,," Jul 17, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,Roque Martinez, 15-8-2,," 5' 10"""," 72""",250, Orthodox," Mar 04, 1986",3.28,4.9,53.0,56.0,0.38,50.0,53.0,0.4
2061,Wagner da Conceicao Martins, 9-8-0 (1 NC),ZULUZINHO," 6' 7""", --,390, Orthodox," May 19, 1978",1.91,5.43,37.0,42.0,2.2,100.0,100.0,0.0
2062,Adriano Martins, 28-9-0,," 5' 10"""," 72""",155, Southpaw," Dec 16, 1982",1.8,2.14,38.0,65.0,0.83,80.0,81.0,0.4
2063,Lucas Martins, 19-3-0,MINEIRO," 6' 0"""," 72""",145, Southpaw," Nov 11, 1988",2.87,4.14,35.0,60.0,0.0,0.0,76.0,0.5
2064,Max Martyniouk, 1-1-0,PAYNE, --, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,Bristol Marunde, 16-10-0,," 6' 1"""," 75""",170, Orthodox," Apr 20, 1982",1.42,4.4,21.0,47.0,1.6,33.0,14.0,0.0
2066,Shoji Maruyama, 12-9-1,," 5' 7""", --,139, Orthodox," Apr 24, 1983",1.4,0.27,63.0,55.0,0.0,0.0,54.0,0.0
2067,Mike Massenzio, 13-9-0,THE MASTER OF DISASTER," 6' 2"""," 73""",185, Southpaw," Nov 01, 1982",2.08,3.59,45.0,54.0,2.74,24.0,50.0,1.4
2068,Jameel Massouh, 26-9-0,," 5' 10"""," 72""",145, Orthodox," Sep 12, 1984",1.91,2.62,54.0,55.0,0.67,15.0,50.0,0.7
2069,Tiffany Masters, 2-1-0,RAINBOW RENEGADE," 5' 3"""," 65""",115, Orthodox," Jul 31, 1994",3.53,2.58,62.0,50.0,3.06,60.0,0.0,0.0
2070,Jorge Masvidal, 35-15-0,GAMEBRED," 5' 11"""," 74""",170, Orthodox," Nov 12, 1984",4.22,3.01,48.0,65.0,1.54,59.0,75.0,0.3
2071,Al Matavao, 8-3-0,SWEETNESS," 5' 8"""," 67""",205, Orthodox," Feb 23, 1994",7.84,6.7,46.0,58.0,0.0,0.0,0.0,0.0
2072,Tateki Matsuda, 13-8-0,TECH," 5' 7""", --,125, Orthodox," Feb 27, 1986",3.2,3.43,34.0,69.0,0.0,0.0,16.0,0.0
2073,Daijiro Matsui, 13-29-7,," 5' 9""", --,200, Orthodox," Dec 05, 1972",0.84,1.69,45.0,55.0,1.83,30.0,43.0,0.4
2074,Koichiro Matsumoto, 15-3-1,," 5' 7""", --,145,," Mar 07, 1986",1.9,3.5,26.0,31.0,0.0,0.0,0.0,0.0
2075,Naoki Matsushita, 12-16-11,," 5' 6""", --,155, Orthodox, --,3.3,2.2,32.0,63.0,1.5,100.0,0.0,0.0
2076,AJ Matthews, 8-7-0,," 5' 11""", --,185,, --,5.11,4.96,52.0,51.0,0.0,0.0,100.0,0.0
2077,Jake Matthews, 17-5-0,THE CELTIC KID," 5' 11"""," 73""",170, Orthodox," Aug 19, 1994",3.03,2.16,44.0,61.0,1.93,41.0,66.0,0.6
2078,Claudio Mattos, 5-4-0,POPEYE, --, --,185, Orthodox, --,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0
2079,John Matua, 1-4-0,," 6' 2""", --,400, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,Francesco Maturi, 0-1-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,Vladimir Matyushenko, 27-8-0,THE JANITOR," 6' 0"""," 74""",205, Orthodox," Jan 04, 1971",1.9,1.62,44.0,59.0,3.25,46.0,70.0,0.1
2082,Miranda Maverick, 11-3-0,FEAR THE," 5' 3"""," 65""",125, Southpaw," Jul 01, 1997",4.77,2.66,43.0,64.0,1.71,80.0,70.0,0.0
2083,Nick Maximov, 6-0-0,," 6' 0"""," 76""",220, Southpaw," Dec 23, 1997",2.47,0.33,58.0,58.0,2.0,40.0,0.0,0.0
2084,Elaina Maxwell, 7-4-0,BEEF," 5' 8""", --,145, Orthodox," Dec 16, 1978",2.07,2.4,60.0,53.0,0.0,0.0,50.0,1.0
2085,Jeremy May, 13-10-0 (1 NC),," 6' 1""", --,185,," Oct 23, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,Jack May, 9-3-0,THE OUTLAW," 6' 8""", --,255, Switch," Apr 14, 1981",1.52,3.29,38.0,33.0,0.91,33.0,20.0,0.0
2087,Don'Tale Mayes, 8-4-0,LORD KONG," 6' 6"""," 81""",260, Orthodox," Jan 16, 1992",4.13,4.46,45.0,43.0,0.23,20.0,59.0,0.0
2088,Gray Maynard, 13-7-1 (1 NC),," 5' 9"""," 70""",155, Orthodox," May 09, 1979",1.92,2.64,32.0,66.0,2.91,47.0,81.0,0.7
2089,Brooke Mayo, 0-1-0,THE BULLY," 5' 7""", --,125,, --,1.92,3.2,34.0,63.0,3.2,60.0,0.0,2.1
2090,Gina Mazany, 7-5-0,DANGER," 5' 6"""," 68""",125, Southpaw," Aug 19, 1988",3.43,3.17,49.0,49.0,4.7,58.0,33.0,0.3
2091,Sabina Mazo, 9-2-0,COLOMBIAN QUEEN," 5' 7"""," 70""",135, Orthodox," Mar 25, 1997",6.56,3.91,44.0,60.0,0.81,80.0,66.0,0.2
2092,Scott McAfee, 14-7-0,," 5' 8""", --,155, Orthodox," Aug 23, 1983",0.0,1.33,0.0,50.0,0.0,0.0,0.0,0.0
2093,Bobby McAndrews, 1-3-0,, --, --,--, Orthodox, --,2.56,1.03,83.0,50.0,0.0,0.0,33.0,7.7
2094,Michael McBride, 8-3-0,," 6' 1""", --,155, Orthodox," Mar 09, 1986",4.08,5.85,48.0,40.0,1.85,42.0,30.0,1.2
2095,Ian McCall, 13-5-1,UNCLE CREEPY," 5' 5"""," 64""",125, Orthodox," May 07, 1984",3.59,3.25,39.0,67.0,2.08,30.0,88.0,0.0
2096,Molly McCann, 10-4-0,MEATBALL," 5' 4"""," 62""",125, Orthodox," May 04, 1990",5.15,4.28,50.0,65.0,1.64,29.0,28.0,0.7
2097,Charles McCarthy, 10-5-0,CHAINSAW," 5' 10"""," 71""",185, Orthodox," Aug 06, 1980",0.18,4.03,12.0,56.0,2.67,60.0,0.0,2.7
2098,Sean McCorkle, 17-7-0,," 6' 7"""," 81""",265, Orthodox," Jul 17, 1976",0.85,2.48,44.0,52.0,2.12,40.0,33.0,4.2
2099,Kris McCray, 8-5-0,SAVAGE," 6' 0"""," 76""",170, Orthodox," Sep 24, 1981",2.69,2.57,45.0,54.0,2.88,55.0,38.0,0.0
2100,Tamdan McCrory, 14-5-0,THE BARNCAT," 6' 4"""," 76""",185, Switch," Nov 05, 1986",2.07,1.6,49.0,46.0,2.28,50.0,33.0,2.5
2101,Rob McCullough, 19-8-0,RAZOR," 5' 9"""," 69""",155, Orthodox," May 26, 1977",2.47,2.84,36.0,59.0,0.46,100.0,68.0,0.0
2102,Justin McCully, 11-5-2,THE INSANE ONE," 6' 1"""," 73""",225, Orthodox," Feb 18, 1976",1.58,2.02,37.0,46.0,1.28,44.0,43.0,0.0
2103,Robert McDaniel, 28-10-0,BUBBA," 6' 3"""," 75""",185, Southpaw," May 03, 1983",1.64,1.98,44.0,56.0,0.93,50.0,50.0,1.4
2104,Michael McDonald, 1-1-0,THE BLACK SNIPER," 5' 11""", --,205, Orthodox," Feb 06, 1965",0.0,0.4,0.0,50.0,0.0,0.0,0.0,0.0
2105,Scott McDonald, 1-0-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,Michael McDonald, 17-4-0,MAYDAY," 5' 9"""," 70""",135, Orthodox," Jan 15, 1991",2.69,2.76,42.0,57.0,1.09,66.0,52.0,1.4
2107,Josh McDonald, 9-5-0 (1 NC),, --, --,185,, --,0.8,3.4,57.0,33.0,9.0,50.0,0.0,0.0
2108,Miles McDonald, 2-1-0,," 5' 7""", --,115,," Aug 13, 1991",5.1,4.0,45.0,43.0,0.0,0.0,100.0,1.0
2109,Justin McElfresh, 6-4-0,," 6' 6""", --,205, Orthodox," Jan 04, 1980",4.59,12.79,26.0,41.0,0.0,0.0,0.0,0.0
2110,Drew McFedries, 12-7-0,THE MASSACRE," 6' 0"""," 72""",185, Southpaw," Jul 27, 1978",5.13,4.56,51.0,52.0,1.42,100.0,56.0,0.7
2111,Liam McGeary, 12-2-0,," 6' 6""", --,205,," Oct 04, 1982",1.28,1.92,48.0,50.0,0.51,100.0,0.0,2.5
2112,Gan McGee, 13-5-0,THE GIANT," 6' 10""", --,265, Orthodox," Nov 20, 1976",2.2,2.31,29.0,59.0,0.65,25.0,83.0,0.0
2113,Court McGee, 21-10-0,THE CRUSHER," 5' 11"""," 75""",170, Orthodox," Dec 12, 1984",4.76,3.78,36.0,61.0,1.68,23.0,69.0,0.4
2114,Ryan McGillivray, 12-0-1,THE KID," 5' 11""", --,170,," Sep 27, 1986",1.27,2.2,20.0,52.0,0.0,0.0,44.0,0.0
2115,Ryan McGivern, 13-7-0,," 6' 0""", --,185, Orthodox," Jan 17, 1980",2.22,2.22,29.0,57.0,0.0,0.0,0.0,0.0
2116,Jack McGlaughlin, 1-4-0,, --, --,--, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,Conor McGregor, 22-6-0,THE NOTORIOUS," 5' 9"""," 74""",155, Southpaw," Jul 14, 1988",5.32,4.66,49.0,54.0,0.67,55.0,66.0,0.1
2118,Greg McIntyre, 6-4-0,," 5' 10""", --,155, Orthodox," Apr 21, 1980",0.79,1.36,30.0,41.0,5.09,50.0,0.0,0.0
2119,Antonio McKee, 29-6-2,MANDINGO," 5' 8""", --,155, Southpaw," Mar 12, 1970",1.37,0.74,45.0,74.0,1.47,33.0,57.0,0.0
2120,AJ McKee, 8-0-0,MERCENARY," 5' 10""", --,145,, --,2.75,0.92,32.0,80.0,11.01,100.0,100.0,11.0
2121,Rhys McKee, 10-4-1,SKELETOR," 6' 2"""," 78""",170, Orthodox," Sep 10, 1995",6.83,11.9,53.0,43.0,0.0,0.0,20.0,0.0
2122,Cory McKenna, 6-1-0,THE HOBBIT," 5' 3"""," 58""",115, Orthodox," Nov 07, 1999",3.47,3.03,44.0,45.0,0.5,50.0,71.0,0.0
2123,Tim McKenzie, 14-9-0,," 6' 0"""," 74""",185, Orthodox," Jul 21, 1982",1.37,2.96,54.0,44.0,0.0,0.0,28.0,2.1
2124,Cody McKenzie, 16-10-0,," 6' 0"""," 72""",155, Switch," Dec 16, 1987",1.74,2.5,34.0,67.0,2.5,25.0,14.0,2.5
2125,Terrance McKinney, 11-3-0,T. WRECKS," 5' 10"""," 73""",155, Switch," Sep 15, 1994",1.73,0.58,57.0,66.0,4.33,33.0,0.0,0.0
2126,Brian McLaughlin, 6-2-0,," 5' 9""", --,155,," May 12, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,Jason McLean, 6-7-0,," 5' 5""", --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,Garreth McLellan, 13-6-0,SOLDIER BOY," 6' 1"""," 72""",185, Southpaw," Sep 01, 1982",3.56,2.94,54.0,45.0,1.15,22.0,34.0,0.9
2129,Sara McMann, 12-6-0,," 5' 6"""," 66""",135, Orthodox," Sep 24, 1980",2.32,1.94,45.0,48.0,4.41,65.0,50.0,0.5
2130,James McSweeney, 15-15-0,THE HAMMER," 6' 4"""," 77""",230, Switch," Oct 24, 1980",3.94,4.33,55.0,42.0,0.52,33.0,100.0,1.1
2131,Charles McTorry, 3-0-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,Daniel McWilliams, 15-37-0,THE ANIMAL," 6' 1""", --,185,, --,3.36,0.0,77.0,0.0,0.0,0.0,100.0,21.6
2133,Tim Means, 32-12-1 (1 NC),THE DIRTY BIRD," 6' 2"""," 75""",170, Orthodox," Feb 20, 1984",5.06,3.58,48.0,61.0,0.92,39.0,66.0,0.2
2134,Yancy Medeiros, 15-8-0 (1 NC),," 5' 10"""," 75""",155, Orthodox," Sep 07, 1987",4.36,5.67,37.0,47.0,0.33,50.0,73.0,0.7
2135,Anistavio Medeiros, 19-10-0,GASPARZINHO," 5' 6""", --,145, Orthodox," May 01, 1988",3.64,5.0,44.0,47.0,0.0,0.0,0.0,0.0
2136,Kaline Medeiros, 8-5-0,THE DARK ANGEL," 5' 3""", --,115,, --,2.06,0.29,70.0,83.0,4.41,100.0,0.0,4.4
