,name,ufc_record,nickname,height,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
1554,Lavar Johnson, 18-10-0,BIG," 6' 4""",240, Orthodox," Jun 11, 1977",5.39,2.54,55.0,55.0,0.61,66.0,54.0,0.6
1555,Demetrious Johnson, 27-3-1,MIGHTY MOUSE," 5' 3""",125, Orthodox," Aug 13, 1986",3.43,1.66,54.0,67.0,3.35,56.0,65.0,0.5
1556,Michael Johnson, 20-17-0,THE MENACE," 5' 10""",155, Southpaw," Jun 04, 1986",4.21,3.82,38.0,58.0,0.49,45.0,77.0,0.1
1557,Deshaun Johnson, 6-9-0,, --,167,, --,2.27,6.67,41.0,43.0,0.0,0.0,0.0,0.0
1558,Kajan Johnson, 23-13-1,RAGIN'," 5' 11""",155, Orthodox," Apr 21, 1984",2.47,1.59,42.0,64.0,1.54,37.0,62.0,0.2
1559,Dashon Johnson, 9-2-0,FLYBOY," 5' 7""",145, Orthodox," Jan 25, 1988",1.01,3.83,69.0,35.0,0.85,33.0,63.0,0.8
1560,Timothy Johnson, 12-4-0,," 6' 3""",265, Southpaw," Mar 13, 1985",3.43,3.08,45.0,44.0,1.09,24.0,69.0,0.0
1561,Tony Johnson, 11-3-0,," 6' 1""",265,, --,2.0,4.73,53.0,31.0,2.0,22.0,0.0,0.0
1562,Jordan Johnson, 10-0-0,," 6' 2""",205, Orthodox," Nov 18, 1988",3.45,2.64,47.0,53.0,3.25,42.0,100.0,1.2
1563,Taylor Johnson, 5-1-0,TOMBSTONE," 6' 0""",185, Switch," Nov 09, 1990",5.09,1.13,60.0,33.0,8.49,100.0,100.0,0.0
1564,Chad Johnson, 6-2-0,BIG RIGG," 6' 2""",230, Orthodox," Jul 22, 1986",5.92,7.8,68.0,40.0,0.0,0.0,0.0,0.0
1565,Jose Johnson, 11-6-0,LOBO SOLITARIO," 6' 0""",135, Orthodox," May 25, 1995",1.0,1.87,46.0,51.0,0.0,0.0,29.0,0.0
1566,Brian Johnston, 5-5-0,," 6' 3""",230, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,Liana Jojua, 8-4-0,SHE WOLF," 5' 4""",125, Orthodox," Mar 22, 1995",2.53,4.86,39.0,48.0,1.49,66.0,50.0,2.2
1568,Daniel Jolly, 5-3-0,THE WEREWOLF OF TEXAS," 6' 1""",205, Orthodox," Sep 03, 1984",1.32,3.39,46.0,44.0,2.83,33.0,50.0,0.0
1569,Paul Jones, 11-1-1,," 5' 9""",199, Orthodox," Jun 16, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,Jon Jones, 26-1-0 (1 NC),BONES," 6' 4""",205, Orthodox," Jul 19, 1987",4.3,2.22,57.0,64.0,1.85,44.0,95.0,0.4
1571,Nathan Jones, 0-1-0,," 6' 11""",345, Orthodox," Aug 21, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,Marcus Jones, 4-2-0,THE DARKNESS," 6' 6""",265, Orthodox," Aug 15, 1973",1.94,2.71,52.0,58.0,8.71,75.0,0.0,2.9
1573,Carlton Jones, 1-4-0,," 6' 1""",225, Orthodox, --,2.32,3.58,41.0,56.0,4.02,50.0,57.0,2.7
1574,Jesse Jones, 2-1-0,," 5' 9""",170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,Tito Jones, 11-8-0,," 5' 8""",145, Southpaw," Jul 31, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,Roy Jones, 7-5-0,, --,205,," Oct 26, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,Justin Jones, 9-2-0,BLACK DYNAMITE," 5' 11""",185, Orthodox," Sep 06, 1987",1.7,3.17,36.0,45.0,1.0,15.0,46.0,0.5
1578,Ben Jones, 4-4-0 (1 NC),BLITZKRIEG, --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,Victor Jones, 1-3-0,, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,Chris Jones, 10-5-0,LIONHEART," 5' 9""",149,," Nov 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,Roshaun Jones, 2-6-0,," 5' 8""",135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,Jamelle Jones, 7-5-0,THE BEAST," 6' 0""",205, Orthodox," Jan 31, 1988",1.78,3.11,80.0,65.0,0.0,0.0,0.0,0.0
1583,Antonio Jones, 6-1-0,DOOMSDAY," 5' 11""",185, Orthodox," Apr 12, 1985",7.5,30.0,55.0,42.0,0.0,0.0,0.0,0.0
1584,Trevin Jones, 13-6-0 (1 NC),5 STAR," 5' 7""",140, Southpaw," Aug 04, 1990",3.84,6.81,61.0,35.0,1.17,20.0,0.0,0.0
1585,Mason Jones, 10-1-0,DRAGON," 5' 10""",155, Orthodox," Apr 26, 1995",7.8,7.2,37.0,47.0,1.0,25.0,66.0,0.0
1586,Jocelyn Jones-Lybarger, 6-4-0,," 5' 7""",115, Orthodox," Oct 04, 1985",2.96,4.83,31.0,56.0,0.34,25.0,81.0,0.0
1587,Kevin Jordan, 11-9-0,THE SHAMAN," 6' 3""",245, Orthodox," Dec 31, 1970",2.0,1.91,40.0,55.0,0.0,0.0,77.0,0.6
1588,Joe Jordan, 49-14-2,," 5' 6""",155, Orthodox," Jul 27, 1978",1.85,4.27,25.0,59.0,0.0,0.0,66.0,0.0
1589,Shawn Jordan, 19-8-0,THE SAVAGE," 6' 0""",260, Southpaw," Oct 21, 1984",2.87,3.3,50.0,47.0,1.97,38.0,76.0,0.1
1590,Ivan Jorge, 27-7-0,BATMAN," 5' 9""",155, Orthodox," Nov 07, 1980",3.41,2.91,49.0,59.0,1.56,16.0,75.0,0.6
1591,Scott Jorgensen, 15-12-0,YOUNG GUNS," 5' 5""",135, Orthodox," Sep 17, 1982",3.37,3.41,40.0,65.0,2.61,45.0,59.0,0.7
1592,Gareth Joseph, 9-5-0,, --,205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,Dwight Joseph, 5-0-0,," 5' 6""",135, Switch," Aug 16, 1989",2.6,2.87,52.0,55.0,1.0,20.0,20.0,1.0
1594,Jeff Joslin, 5-3-0,THE INFERNO," 6' 0""",170, Orthodox," Apr 30, 1975",2.17,1.57,39.0,65.0,0.5,33.0,64.0,0.5
1595,Krzysztof Jotko, 22-5-0,," 6' 1""",185, Southpaw," Aug 19, 1989",2.94,2.2,41.0,57.0,1.16,34.0,87.0,0.1
1596,Alan Jouban, 17-7-0,BRAHMA," 6' 0""",170, Southpaw," Nov 25, 1981",5.67,3.77,50.0,60.0,0.51,44.0,58.0,0.3
1597,Charles Jourdain, 11-3-1,AIR," 5' 9""",145, Switch," Nov 27, 1995",4.79,4.11,45.0,61.0,0.0,0.0,47.0,0.7
1598,Mike Joy, 11-8-0,," 5' 6""",155, Southpaw," Jul 18, 1985",0.57,1.71,33.0,47.0,0.78,33.0,0.0,2.3
1599,Dustin Joynson, 5-0-0 (1 NC),," 6' 6""",244, Orthodox," Oct 14, 1985",3.28,5.63,53.0,47.0,0.0,0.0,0.0,0.0
1600,Tony Juarez, 1-12-0,, --,155,, --,0.89,10.34,25.0,38.0,4.43,100.0,66.0,0.0
1601,Jesse Juarez, 23-12-0,," 6' 1""",170, Orthodox," May 08, 1981",1.71,2.87,48.0,52.0,2.69,33.0,50.0,0.0
1602,Steve Judson, 0-2-0,," 5' 11""",230, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,Luke Jumeau, 13-5-0,THE JEDI," 5' 11""",170, Orthodox," Feb 12, 1988",2.93,3.17,43.0,58.0,0.25,100.0,86.0,0.0
1604,Bu-Kyung Jung, 0-4-0,," 5' 7""",154, Orthodox," May 26, 1978",0.63,1.85,36.0,56.0,1.1,75.0,0.0,1.5
1605,Chan Sung Jung, 16-6-0,THE KOREAN ZOMBIE," 5' 7""",145, Orthodox," Mar 17, 1987",4.15,4.01,41.0,56.0,0.62,41.0,75.0,0.5
1606,Young Sam Jung, 4-8-0,," 5' 8""",139, Orthodox," Oct 27, 1985",0.53,2.79,9.0,63.0,0.0,0.0,0.0,2.0
1607,Da-Un Jung, 14-2-1,SSEDA," 6' 4""",205, Orthodox," Dec 07, 1993",3.95,3.9,45.0,54.0,2.79,61.0,88.0,0.3
1608,Scott Junk, 8-3-1 (1 NC),," 6' 1""",265, Orthodox," Dec 17, 1978",5.13,1.81,60.0,45.0,0.0,0.0,0.0,0.0
1609,Myles Jury, 17-4-0,FURY," 5' 10""",145, Orthodox," Oct 31, 1988",2.94,2.16,42.0,66.0,2.16,55.0,50.0,0.3
1610,Cristiane Justino, 21-2-0 (1 NC),CYBORG," 5' 8""",145, Orthodox," Jul 09, 1985",7.28,2.25,52.0,64.0,0.66,55.0,94.0,0.4
1611,Patrick Kaase, 1-2-0,KAMIKAZE," 5' 9""",185,, --,4.4,0.53,67.0,50.0,0.0,0.0,50.0,0.0
1612,Emily Kagan, 3-3-0,," 5' 3""",115,," Jul 14, 1981",2.6,5.29,36.0,38.0,1.86,14.0,50.0,0.0
1613,Oron Kahlon, 12-0-0,," 5' 8""",145,," Jan 03, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,Sirwan Kakai, 12-5-0,ZOHAN," 5' 5""",135, Orthodox," Oct 03, 1989",3.57,4.63,41.0,62.0,4.0,42.0,83.0,0.0
1615,Geza Kalman, 4-9-0,," 6' 1""",200,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,Bryson Kamaka, 12-20-1 (1 NC),," 5' 11""",170, Orthodox, --,9.47,12.63,60.0,0.0,0.0,0.0,100.0,0.0
1617,Kai Kamaka, 8-4-0,THE FIGHTING HAWAIIAN," 5' 7""",145, Orthodox," Jan 05, 1995",5.63,6.26,56.0,54.0,2.66,77.0,41.0,0.4
1618,Martin Kampmann, 20-7-0,THE HITMAN," 6' 0""",170, Orthodox," Apr 17, 1982",3.22,3.28,42.0,62.0,1.86,41.0,78.0,2.0
1619,Bharat Kandare, 5-3-0,DARING," 5' 7""",135, Orthodox," Jun 20, 1987",0.7,1.88,10.0,72.0,0.0,0.0,0.0,0.0
1620,Hiromitsu Kanehara, 19-27-5,," 5' 10""",200, Orthodox," Oct 05, 1970",0.76,4.39,22.0,40.0,0.0,0.0,40.0,0.4
1621,Masanori Kanehara, 26-12-5,," 5' 7""",135, Orthodox," Nov 19, 1982",1.88,1.63,49.0,62.0,1.44,50.0,63.0,0.9
1622,Ken Kaneko, 0-3-0,," 6' 0""",161, Orthodox, --,0.0,0.94,0.0,42.0,0.0,0.0,0.0,3.5
1623,Denis Kang, 35-16-2 (2 NC),," 5' 11""",185, Orthodox," Sep 17, 1977",2.27,1.65,35.0,67.0,2.51,65.0,38.0,1.2
1624,Kyung Ho Kang, 17-8-0 (1 NC),MR. PERFECT," 5' 9""",135, Orthodox," Sep 09, 1987",2.52,2.43,44.0,58.0,2.53,59.0,71.0,1.1
1625,Manel Kape, 15-6-0,STARBOY," 5' 5""",125, Southpaw," Nov 14, 1993",3.67,4.3,45.0,48.0,1.0,28.0,80.0,0.0
1626,David Kaplan, 3-4-0,DIAMOND," 5' 7""",155, Orthodox," Nov 16, 1979",2.88,4.32,46.0,67.0,4.88,43.0,0.0,0.7
1627,Kai Kara-France, 22-9-0 (1 NC),DON'T BLINK," 5' 4""",125, Orthodox," Mar 26, 1993",5.02,3.84,39.0,66.0,0.53,23.0,86.0,0.0
1628,Georgi Karakhanyan, 26-7-1,INSANE," 5' 8""",145,," May 29, 1985",4.49,5.0,39.0,54.0,1.41,50.0,33.0,1.9
1629,Alex Karalexis, 10-6-0,THE ASSASSIN," 5' 8""",155, Orthodox," Sep 20, 1977",2.57,2.39,42.0,54.0,2.7,45.0,86.0,0.9
1630,Impa Kasanganay, 9-1-0,TSHILOBO," 5' 11""",170, Orthodox," Jan 17, 1994",5.08,3.41,49.0,59.0,1.83,58.0,63.0,0.3
1631,Nadia Kassem, 5-2-0,," 5' 5""",125, Southpaw," Nov 15, 1995",3.13,4.48,41.0,48.0,0.46,33.0,40.0,2.8
1632,Yusuke Kasuya, 9-3-0,," 5' 7""",155, Southpaw," Nov 16, 1989",2.17,4.34,44.0,48.0,1.36,33.0,0.0,0.0
1633,Tetsuji Kato, 20-10-0,, --,155, Orthodox, --,1.2,2.1,29.0,70.0,2.0,57.0,80.0,0.5
1634,Hisaki Kato, 8-2-0,," 6' 0""",185,," Sep 17, 1982",2.8,1.72,48.0,68.0,1.62,100.0,0.0,0.0
1635,Brad Katona, 8-2-0,," 5' 6""",135, Orthodox," Dec 19, 1991",3.33,2.98,51.0,57.0,1.25,22.0,47.0,0.0
1636,Calvin Kattar, 22-5-0,," 5' 11""",145, Orthodox," Mar 26, 1988",5.07,8.16,42.0,50.0,0.37,30.0,89.0,0.0
1637,Sarah Kaufman, 18-4-0 (1 NC),," 5' 5""",135, Orthodox," Sep 20, 1985",6.65,4.0,46.0,62.0,0.38,57.0,81.0,0.0
1638,Yusuke Kawaguchi, 18-12-0,," 6' 0""",255,," Aug 14, 1980",2.87,3.93,47.0,50.0,0.0,0.0,72.0,0.0
1639,Canaan Kawaihae, 4-1-0 (1 NC),," 6' 0""",145, Southpaw," Aug 26, 1997",2.33,5.4,72.0,34.0,0.0,0.0,100.0,0.0
1640,Tatsuya Kawajiri, 36-11-2,CRUSHER," 5' 7""",145, Orthodox," May 08, 1978",2.04,2.01,44.0,50.0,3.63,48.0,63.0,1.1
1641,Ryo Kawamura, 18-9-4,," 5' 11""",205, Orthodox," Jun 29, 1981",0.6,3.93,16.0,39.0,0.0,0.0,6.0,0.0
1642,Doug Kay, 0-0-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,Julie Kedzie, 16-13-0,," 5' 5""",135, Orthodox," Mar 18, 1981",2.9,3.18,36.0,46.0,1.14,23.0,78.0,0.0
1644,Ryan Keenan, 6-2-0,," 5' 10""",170,," Jun 15, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,CJ Keith, 8-4-0,," 6' 0""",155, Orthodox," Aug 09, 1986",0.86,1.82,50.0,50.0,0.0,0.0,62.0,0.0
1646,Chris Kelades, 9-3-0,THE GREEK ASSASSIN," 5' 7""",125, Orthodox," Feb 21, 1981",2.4,2.64,43.0,48.0,1.04,18.0,53.0,0.3
1647,Brian Kelleher, 22-12-0,BOOM," 5' 6""",145, Switch," Aug 19, 1986",3.92,5.47,39.0,53.0,1.0,25.0,59.0,0.7
1648,Mayana Kellem, 7-1-0,," 5' 5""",135, Orthodox," Jul 07, 1981",1.94,2.9,22.0,62.0,0.0,0.0,0.0,0.0
1649,Tony Kelley, 7-2-0,PRIMETIME," 5' 9""",135, Switch," Jan 21, 1987",4.57,4.77,47.0,43.0,0.0,0.0,50.0,2.0
1650,Paul Kelly, 14-5-0,," 5' 9""",155, Orthodox," Sep 12, 1984",3.22,2.61,37.0,59.0,1.34,60.0,30.0,1.5
1651,John Kelly, 5-4-0,," 5' 9""",170,," Aug 02, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,Daniel Kelly, 13-4-0,," 6' 0""",185, Southpaw," Oct 31, 1977",3.62,4.64,38.0,61.0,1.86,34.0,78.0,0.3
1653,Tim Kennedy, 18-6-0,," 5' 11""",185, Orthodox," Sep 01, 1979",2.78,1.84,47.0,62.0,2.58,35.0,70.0,0.7
1654,Steve Kennedy, 24-8-0,THE STEAMROLLA," 5' 11""",170, Orthodox," Mar 07, 1983",2.28,5.52,35.0,45.0,2.51,33.0,0.0,0.0
1655,Jeremy Kennedy, 11-1-0,JBC," 5' 11""",145, Orthodox," Sep 16, 1992",2.22,2.58,46.0,47.0,5.73,52.0,66.0,0.0
1656,Waylon Kennell, 6-2-0,," 6' 0""",185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,Casey Kenney, 16-3-1,," 5' 7""",140, Southpaw," Mar 20, 1991",4.81,4.3,42.0,59.0,1.1,39.0,59.0,0.5
1658,Aurelijus Kerpe, 11-22-0,, --,--, Orthodox, --,1.26,8.21,16.0,31.0,0.0,0.0,0.0,0.0
1659,Mark Kerr, 15-11-0 (1 NC),THE SMASHING MACHINE," 6' 3""",266, Switch," Dec 21, 1968",0.28,0.89,41.0,28.0,2.92,77.0,0.0,0.4
1660,Will Kerr, 9-3-0,," 5' 10""",155, Orthodox," Oct 21, 1982",1.91,6.22,42.0,33.0,0.0,0.0,0.0,14.3
1661,Ron Keslar, 11-9-0,, --,185,, --,0.0,2.05,0.0,60.0,0.0,0.0,100.0,7.7
1662,Rustam Khabilov, 24-4-0,TIGER," 5' 8""",155, Orthodox," Nov 04, 1986",1.98,2.16,34.0,65.0,3.95,41.0,61.0,0.1
1663,Adam Khaliev, 6-0-0,," 6' 0""",170, Orthodox," Apr 16, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,Sergey Khandozhko, 27-6-1,HONDA," 6' 1""",170, Orthodox," May 19, 1992",2.83,1.7,42.0,60.0,0.5,16.0,64.0,0.0
1665,Sergei Kharitonov, 26-6-0,," 6' 0""",245, Orthodox," Aug 18, 1980",3.9,3.03,44.0,54.0,1.16,53.0,70.0,1.0
1666,Alfred Khashakyan, 8-3-0,THE FEARLESS," 5' 8""",135, Orthodox," Jul 17, 1988",6.14,6.38,42.0,40.0,3.54,25.0,0.0,0.0
1667,Aliaskhab Khizriev, 13-0-0,BLACK WOLF," 5' 9""",185, Southpaw," Aug 24, 1990",6.0,3.6,83.0,66.0,18.0,50.0,0.0,18.0
1668,Pannie Kianzad, 15-5-0,BANZAI," 5' 7""",135, Orthodox," Dec 08, 1991",5.14,3.62,49.0,57.0,0.22,14.0,83.0,0.2
1669,Akira Kikuchi, 16-4-0,," 5' 8""",155, Orthodox," Jul 23, 1978",3.67,0.4,56.0,14.0,2.0,40.0,100.0,0.0
1670,Katsunori Kikuno, 24-8-2,," 5' 8""",145, Orthodox," Oct 31, 1981",2.64,2.47,40.0,61.0,1.88,75.0,76.0,0.8
1671,Sanae Kikuta, 31-9-3 (1 NC),," 5' 9""",200, Orthodox," Sep 10, 1971",0.7,0.9,45.0,52.0,1.6,63.0,25.0,1.8
1672,Jacob Kilburn, 8-4-0,THE KILLER," 5' 9""",145, Orthodox," Jun 28, 1995",2.56,6.78,33.0,35.0,0.51,5.0,20.0,0.5
1673,Dong Hyun Kim, 22-4-1 (1 NC),STUN GUN," 6' 2""",170, Southpaw," Nov 17, 1981",2.12,1.89,49.0,58.0,2.93,43.0,71.0,0.6
1674,Jin Oh Kim, 0-4-0,," 5' 9""",205, Orthodox, --,5.06,8.43,25.0,50.0,0.0,0.0,66.0,0.0
1675,Dae Won Kim, 11-7-0,," 5' 11""",180, Orthodox, --,1.75,2.51,32.0,36.0,3.43,42.0,0.0,0.0
1676,Jong Wang Kim, 13-23-0,," 6' 1""",240,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,Jong Won Kim, 0-1-0,," 5' 7""",139, Orthodox, --,0.84,3.28,15.0,63.0,2.81,100.0,0.0,0.0
1678,Min Soo Kim, 3-7-0,," 6' 1""",255, Southpaw," Jan 22, 1975",0.87,3.48,100.0,20.0,0.0,0.0,0.0,0.0
1679,Jong Man Kim, 23-11-3 (1 NC),SPECIAL FORCE," 5' 7""",139, Orthodox," Mar 03, 1978",1.33,3.0,21.0,60.0,0.0,0.0,0.0,0.0
1680,Ji Yeon Kim, 9-3-2,FIREFIST," 5' 7""",125, Orthodox," Oct 18, 1989",4.5,4.94,34.0,57.0,0.0,0.0,42.0,0.0
1681,Jeremy Kimball, 15-8-0,," 6' 0""",205, Switch," Jan 03, 1991",2.81,3.84,46.0,49.0,1.41,20.0,50.0,0.0
1682,Rob Kimmons, 25-9-0,THE ROSEDALE REAPER," 5' 10""",185, Orthodox," Jan 30, 1981",1.86,4.79,48.0,38.0,2.08,46.0,25.0,2.4
1683,Dustin Kimura, 11-3-0,THE DIAMOND," 5' 7""",135, Orthodox," May 21, 1989",1.33,3.82,21.0,51.0,0.93,37.0,50.0,2.2
1684,Taiei Kin, 6-3-0,," 5' 11""",185, Orthodox," Jul 08, 1970",2.71,1.33,60.0,52.0,0.0,0.0,55.0,0.0
1685,Mike King, 5-1-0,," 6' 3""",185,," Aug 04, 1983",4.44,1.29,58.0,72.0,1.75,25.0,40.0,3.5
1686,Kyle Kingsbury, 11-6-0 (1 NC),KINGSBU," 6' 4""",205, Orthodox," Mar 22, 1982",2.97,3.81,40.0,51.0,2.64,41.0,52.0,0.0
1687,Kamuela Kirk, 11-4-0,THE JAWAIIAN," 5' 10""",145, Switch," Apr 13, 1994",5.31,12.25,57.0,21.0,2.89,40.0,100.0,0.0
1688,Yurij Kiseliov, 5-4-0,PLAYBOY," 5' 8""",185, Orthodox, --,4.88,0.0,87.0,0.0,0.0,0.0,50.0,0.0
1689,Justine Kish, 7-4-0,," 5' 5""",125, Orthodox," Apr 13, 1988",4.51,4.59,48.0,57.0,0.87,33.0,50.0,0.1
1690,Koji Kitao, 1-2-0,," 6' 7""",350, Southpaw," Oct 12, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,Satoru Kitaoka, 40-14-9,," 5' 6""",154,," Feb 04, 1980",0.68,2.15,33.0,45.0,0.62,10.0,27.0,2.1
1692,Ludovit Klein, 17-3-0,MR. HIGHLIGHT," 5' 7""",145, Southpaw," Feb 22, 1995",3.32,3.69,54.0,45.0,3.69,57.0,0.0,0.0
1693,Seth Kleinbeck, 8-4-0,MASS DESTRUCTION," 6' 2""",185,," Jul 25, 1973",2.55,2.42,33.0,40.0,0.98,25.0,90.0,0.0
1694,Stefan Klever, 6-1-0,, --,185, Orthodox, --,0.82,3.84,50.0,58.0,0.0,0.0,0.0,0.0
1695,Drakkar Klose, 11-2-1,," 5' 9""",155, Orthodox," Mar 09, 1988",3.89,3.64,53.0,53.0,1.56,30.0,68.0,0.0
1696,Michael Knaap, 18-22-3,HAMMER," 6' 2""",220, Orthodox," Feb 27, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,Kevin Knabjian, 12-7-1,," 5' 10""",170, Orthodox," Jul 05, 1984",0.0,15.56,0.0,22.0,0.0,0.0,100.0,0.0
1698,Jason Knight, 20-5-0,THE KID," 5' 10""",145, Orthodox," Jul 14, 1992",2.95,3.02,33.0,51.0,1.31,31.0,47.0,1.7
1699,William Knight, 9-2-0,KNIGHTMARE," 5' 10""",205, Orthodox," Apr 03, 1988",3.56,2.56,74.0,34.0,2.56,53.0,40.0,0.3
1700,Isao Kobayashi, 21-4-4,," 5' 8""",145,," Oct 28, 1988",1.01,1.66,33.0,45.0,2.17,100.0,100.0,0.0
1701,Kelly Kobold, 19-3-1,BLOOD RED," 5' 6""",135, Orthodox," Feb 25, 1983",2.33,4.11,21.0,59.0,1.67,11.0,0.0,0.0
1702,Erik Koch, 16-6-0,PHOENIX," 5' 10""",170, Southpaw," Oct 04, 1988",2.33,2.82,42.0,47.0,1.02,42.0,81.0,1.0
1703,Sokun Koh, 4-1-0,," 6' 1""",205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,Shingo Kohara, 1-0-0,," 5' 6""",135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,Brad Kohler, 12-15-0,," 5' 9""",220, Orthodox," May 26, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,Charlie Kohler, 8-4-1,," 5' 9""",155, Orthodox," Jul 16, 1976",0.81,4.31,33.0,46.0,0.0,0.0,0.0,4.0
1707,Tsuyoshi Kohsaka, 27-19-2,TK," 5' 11""",225, Orthodox," Mar 06, 1970",1.88,4.41,38.0,54.0,1.32,20.0,33.0,0.4
1708,Kaloyan Kolev, 10-0-0,, --,205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,John Kolosci, 15-9-0,," 5' 11""",185, Orthodox," Nov 26, 1974",0.21,0.85,20.0,50.0,0.0,0.0,0.0,0.0
1710,Yuki Kondo, 60-33-9,," 5' 11""",183, Southpaw," Jul 17, 1975",1.14,2.57,42.0,51.0,0.76,41.0,37.0,0.5
1711,Syuri Kondo, 6-3-0,," 5' 4""",115, Orthodox," Feb 08, 1989",5.4,7.22,44.0,58.0,0.0,0.0,83.0,0.3
1712,Cheick Kongo, 27-10-2,," 6' 4""",240, Orthodox," May 17, 1975",3.33,1.28,56.0,54.0,2.3,56.0,52.0,0.2
1713,Andrei Kopylov, 6-11-0,," 6' 2""",265, Orthodox," Jul 16, 1965",0.33,4.31,66.0,40.0,0.0,0.0,0.0,0.0
1714,Roman Kopylov, 8-1-0,," 6' 0""",185, Southpaw," May 04, 1991",2.64,3.07,38.0,63.0,0.0,0.0,66.0,0.0
1715,Andrey Koreshkov, 19-2-0,SPARTAN," 6' 0""",170,," Aug 23, 1990",2.84,1.92,39.0,63.0,4.8,53.0,0.0,0.0
1716,Josh Koscheck, 17-11-0,," 5' 10""",170, Orthodox," Nov 30, 1977",1.79,2.27,36.0,63.0,2.46,48.0,64.0,0.4
1717,Naoyuki Kotani, 34-14-7,," 5' 8""",155, Southpaw," Dec 08, 1981",1.02,2.89,31.0,50.0,0.83,16.0,46.0,0.8
1718,Ilya Kotau, 1-2-0,, --,170,, --,3.94,4.38,40.0,44.0,6.57,100.0,100.0,6.6
1719,Iouri Kotchkine, 7-4-1,," 6' 2""",235, Orthodox, --,0.67,4.92,38.0,15.0,0.0,0.0,25.0,0.0
1720,Matt Kovacs, 12-16-0,300," 6' 0""",244, Orthodox, --,1.47,4.87,22.0,44.0,1.0,25.0,0.0,0.0
1721,Marcus Kowal, 3-1-1,, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,Karolina Kowalkiewicz, 12-6-0,," 5' 3""",115, Orthodox," Oct 15, 1985",5.27,5.65,39.0,56.0,0.1,12.0,75.0,0.1
1723,Steve Kozola, 8-0-0,, --,155,, --,3.9,4.36,39.0,50.0,2.34,100.0,100.0,0.0
1724,Derrick Krantz, 22-12-0,D-ROCK," 5' 10""",170, Orthodox," Jan 13, 1988",2.07,4.03,37.0,50.0,3.18,50.0,0.0,0.8
1725,James Krause, 28-9-0,THE," 6' 2""",170, Orthodox," Jun 04, 1986",4.79,4.11,49.0,61.0,0.96,18.0,59.0,0.9
1726,Pascal Krauss, 11-2-0,PANZER," 6' 1""",170, Orthodox," Apr 19, 1987",5.45,3.88,47.0,59.0,1.53,50.0,60.0,0.9
1727,Rene Kronvold, 5-1-0,," 5' 8""",170, Orthodox, --,0.82,2.47,100.0,60.0,0.0,0.0,66.0,4.1
1728,Jorgen Kruth, 5-0-0,THE LAST VIKING," 6' 2""",205,," May 08, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,Nikita Krylov, 27-8-0,THE MINER," 6' 3""",205, Orthodox," Mar 07, 1992",4.33,2.52,56.0,43.0,1.34,33.0,55.0,1.3
1730,Mariusz Ksiazkiewicz, 8-1-0,THE IRON POL," 6' 3""",185, Southpaw," Oct 04, 1989",0.93,3.4,45.0,39.0,4.0,100.0,0.0,2.0
1731,Junya Kudo, 10-7-2,, --,135, Orthodox, --,1.85,4.44,71.0,33.0,0.0,0.0,0.0,0.0
1732,John Kuhner, 1-2-0,, --,170,," Oct 12, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
